ID,NOME_OBRA,AUTOR,TIPOLOGIA,MATERIAL,DT_IMPLANT,CONPRESP,CONDEPHAAT,TOMBAMENTO,LOCAL,IPHAN,LINK_RES,problematica
283,Os Pássaros,"LEIRNER, Felícia",Escultura Abstrata,bronze e granito,1979,não consta,não consta,não,Praça da Sé,não consta,não consta,N
284,O Prevencionista,"PIMENTEL, Waldemir Felício (Toso)",Estátua,fiberglass sucatas de chapas de aço inox 304 alvenaria e pedra,06/10/2007,não consta,não consta,não,Parque Guarapiranga,não consta,não consta,N
285,O Quadrupede,"RAISS, Florian",Escultura,granito e bronze,2006,não consta,não consta,não,Parque do Povo,não consta,não consta,N
286,Ouriço,"TUCCI, Sandra",Escultura Abstrata,aço corten,2002,não consta,não consta,não,Praça Joăo Duran Alonso,não consta,não consta,N
288,Padre Bento Dias Pacheco,desconhecido,Estátua,bronze e granito,1977,não consta,não consta,não,Praça Padre Bento,não consta,não consta,N
289,Padre Charboneau,desconhecido,Marco,granito e bronze,1989,não consta,não consta,não,Praça Padre Charboneau,não consta,não consta,N
290,Padre Gregório Westrupp,"FERNANDES, Cláudia",Herma,bronze e alvenaria de tijolos,2000,não consta,não consta,não,Praça Dia do Senhor,não consta,não consta,N
292,Padre José de Anchieta,"SINIGAGLIA, Victorio",Herma,bronze e concreto,1985,não consta,não consta,não,Avenida Paes de Barros (cruzamento com Rua da Mooca),não consta,não consta,S
291,Padre José de Anchieta Apóstolo do Brasil,"USAI, Heitor",Estátua,bronze e granito,1954,não consta,não consta,não,Praça da Sé,não consta,não consta,S
293,Padre José Kentenich,desconhecido,Herma,ferro e concreto,ca. 1985,não consta,não consta,não,Praça Padre José Kentenich,não consta,não consta,N
294,Passaredo,"EID, Odette",Escultura Figurativa,bronze e granito,2000,não consta,não consta,não,Praça dos Omaguás,não consta,não consta,N
296,Pátria e Família (Fragmento do Monumento a Olavo Bilac),"ZADIG, William",Grupo escultórico,bronze concreto e mármore,2000,não consta,não consta,não,Praça José Moreno,não consta,não consta,N
297,Paulo Machado de Carvalho,"MORRONE, Luiz",Herma,bronze e granito,1992,não consta,não consta,não,Estádio Municipal Paulo Machado de Carvalho,não consta,não consta,N
298,Pedras em Homenagem a Friedrich Naumann,desconhecido,Marco,alumínio e pedras,1999,não consta,não consta,não,Praça Friedrich Naumann,não consta,não consta,N
299,Pedro Álvares Cabral,"MORRONE, Luiz; ROCHA, Agostinho Vidal da",Estátua,bronze mármore e concreto,1988,não consta,não consta,não,Avenida Pedro Álvares Cabral,não consta,não consta,S
300,Plexus,"BONOMI, Maria",Estátua,alumínio,11/2013,não consta,não consta,não,Praça Oswaldo Cruz - Av. Bernardino de Campos x Av. Paulista,não consta,não consta,N
301,Polivolume: conexăo livre (Homenagem a Pedro de Toledo),"VIEIRA, Mary",Escultura Abstrata,concreto e aço inox,1979,não consta,não consta,não,Praça Eisenhower,não consta,não consta,N
302,Porco Ensebado,"CIPICCHIA, Ricardo",Grupo escultórico,bronze e argamassa,197-,não consta,não consta,não,Parque Ibirapuera,não consta,não consta,N
303,Porta de Abril,"AURÉLIO, José",Escultura Abstrata,aço corten e ferro,2001,não consta,não consta,não,Largo Mestre de Avis,não consta,não consta,N
304,Praça Comendador Adib Zarzur,desconhecido,Marco,granito (bege) polido,ca. 1994,não consta,não consta,não,Praça Adib Zarzur,não consta,não consta,N
305,Praça Comunidade da Villa de Arouca,desconhecido,Marco,azulejos alvenaria e aço escovado,ca. 1996,não consta,não consta,não,Praça Comunidade da Villa de Arouca,não consta,não consta,N
306,Praça Hussam Eddine Hariri,desconhecido,Marco,concreto e bronze,1995,não consta,não consta,não,Praça Hussam Eddine Hariri,não consta,não consta,N
307,Praça José Alves Pereira,desconhecido,Marco,argamassa e bronze,1995,não consta,não consta,não,Praça José Alves Pereira,não consta,não consta,N
308,Praça José Augusto Velloso,desconhecido,Marco,concreto e aço escovado,1996,não consta,não consta,não,Praça José Augusto Velloso,não consta,não consta,N
309,Praça Máximos IV Sayegh,desconhecido,Marco,concreto e granito,1993,não consta,não consta,não,Praça Máximos IV Sayegh,não consta,não consta,N
310,Praça Portugal,desconhecido,Marco,concreto,1951,não consta,não consta,não,"Avenida Rebouças (canteiro central, em frente a Igreja Senhor Bom Jesus dos Passos)",não consta,não consta,N
311,Praça Uirapuru,desconhecido,Marco,bronze e granito,19--,não consta,não consta,não,Praça Uirapuru,não consta,não consta,N
314,Professor Jairo de Almeida Ramos,desconhecido,Placa,alvenaria de tijolos e bronze,1973,não consta,não consta,não,Praça Professor Jairo de Almeida Ramos,não consta,não consta,N
316,Professor Mário Olavo Guzzo,"MORRONE, Luiz",Herma,bronze e argamassa,1988,não consta,não consta,não,Praça Professor Mário Olavo Guzzo,não consta,não consta,N
317,Progresso,"VLAVIANOS, Nicolas",Escultura Abstrata,chapas de ferro pintadas,1992,não consta,não consta,não,Largo do Arouche,não consta,não consta,N
318,Quantas Pedras Forem Colocadas Tantas Arrancaremos,"CARVALHO, José Renato Teixeira de Campos",Placa,mármore,1973,não consta,RES. SC 185/02,sim,Largo Săo Francisco (próximo a entrada da Faculdade de Direito),não consta,não consta,N
319,Quinhentos Anos de Miscigenaçăo,"MONK, Barry",Marco,concreto e cerâmica,1993,não consta,não consta,não,Praça Panamericana,não consta,não consta,N
320,Rafic Hariri,"KISLANSKY, Israel",Estátua,bronze e granito,2005,não consta,não consta,não,Praça Cedro do Líbano,não consta,não consta,N
322,Retorno,"IANELLI, Arcângelo",Escultura Abstrata,aço pintado e concreto,2002,não consta,não consta,não,Parque da Aclimaçăo,não consta,não consta,N
323,Rítmica Genética Global,"DELMANTO, Paula",Estátua,bronze concreto e fibra de vidro,2016,não consta,não consta,não,Praça Raul Cortez,não consta,não consta,N
324,Roberto Christianini,"FERNANDES, Cláudia",Herma,bronze concreto e aço,2008,não consta,não consta,não,Avenida Professor Frederico Herman Júnior (canteiro central próximo a marginal do Rio Pinheiros),não consta,não consta,N
325,Romeiros de Pirapora,"GUERRA, Julio",Painel,alvenaria  concreto mosaico de pedras e pintura mural,1970,não consta,não consta,não,Praça Francisco Ferreira Lopes,não consta,não consta,N
326,Rua Engenheiro Edgard Egydio de Souza,desconhecido,Marco,alvenaria de tijolos e bronze,ca. 1958,não consta,não consta,não,Rua Engenheiro Edgar Egydio de Souza,não consta,não consta,N
327,Rui Barbosa,"CUCÉ, José",Estátua,bronze e granito,1930,não consta,não consta,não,Praça Ramos de Azevedo,não consta,não consta,N
329,Sagrado Coraçăo de Maria,desconhecido,Estátua,argamassa armada granito e mármore,1957,não consta,não consta,não,Praça Coraçăo de Maria,não consta,não consta,N
330,Salah Saliby,desconhecido,Herma,bronze e granito,ca. 1994,não consta,não consta,não,Praça Salah Saliby,não consta,não consta,N
331,Salvador Allende,desconhecido,Marco,granito e bronze,ca. 1989,não consta,não consta,não,Praça Salvador Allende,não consta,não consta,N
332,San Martin,BERNA A.,Estátua,bronze e granito,1980,não consta,não consta,não,Praça General San Martin,não consta,não consta,N
333,Santo de Lisboa,"FRICK, Ferdinando",Grupo escultórico,bronze e granito,1932,não consta,não consta,não,Praça Padre Bento,não consta,não consta,N
334,Săo José,desconhecido,Estátua,gesso,19--,não consta,não consta,não,Largo Săo José do Maranhăo,não consta,não consta,N
335,Săo José do Bexiga,desconhecido,Estátua,argamassa armada,1986,não consta,não consta,não,Rua 13 de Maio (escadarias do Bexiga),não consta,não consta,N
336,Săo Paulo Apóstolo,"GUERRA, Julio",Estátua,bronze e granito,1993,não consta,não consta,não,Largo Los Andes,não consta,não consta,N
337,Săo Pedro,"GUERRA, Julio",Estátua,bronze e pedra mineira,1969,não consta,não consta,não,Praça Amadeu Amaral,não consta,não consta,N
338,Sem Identificaçăo,desconhecido,Marco,concreto e alvenaria,19--,não consta,não consta,não,Praça Engenheiro Maury de Freitas Juliăo,não consta,não consta,N
339,Sem Nome,"TORRES, Caciporé",Escultura Abstrata,aço pintado,2000,não consta,não consta,não,Largo Săo Bento,não consta,não consta,N
